exercise_id,name,category,muscle_groups,equipment,difficulty,description,calories_per_minute,calories_per_rep,met_value
2450,Military press,strength,Shoulders,barbell,intermediate,"The military press is a compound movement used to build size and strength in the shoulders. It was once contested as a fourth powerlift, but is rarely competed anymore. However, being able to press a significant weight overhead remains a popular marker of upper-body strength. The military press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.",4.314078900295835,6,7.991090899740421
2451,Seated barbell shoulder press,strength,Shoulders,barbell,intermediate,"The seated barbell shoulder press is a classic exercise for building muscle and strength in the shoulders. The triceps also play a significant role in pressing the barbell overhead. Performing the movement seated reduces help from the lower body and decreases the risk of overextending the lumbar spine during the movement. This press variation can be the primary pressing movement on an upper-body or shoulder day, or an effective accessory movement later in a workout.",9.374512226646532,12,6.352415624610957
2452,Snatch-Grip Behind-The-Neck Overhead Press,strength,Shoulders,barbell,beginner,,7.87853066021192,12,3.4960232675851626
2453,Standing Bradford press,strength,Shoulders,barbell,intermediate,"The standing Bradford press is an obscure yet effective shoulder exercise that alternates front presses with behind-the-neck presses. It can be used as a warm-up for other press variations on a shoulder day, or as a muscle-building movement on its own in a shoulder or upper-body focused workout. It is usually performed for relatively high reps, such as 8-15 reps per set or higher, or just to the point of fatigue.",7.0561405570754605,5,5.292305504943933
2454,Barbell Shoulder Press,strength,Shoulders,barbell,intermediate,"The seated barbell shoulder pressis a classic exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also play a significant roles in pressing the barbell overhead.",6.935284486708797,10,3.828173714020831
2455,Barbell rear delt bent-over row,strength,Shoulders,barbell,intermediate,"The barbell rear delt bent-over row is a movement used to target the shoulders as well as the upper-back muscles. It is performed with lighter weights than a traditional barbell bent-over row, and is usually performed for higher reps, such as 8-15 reps per set, as part of a back or upper-body workout.",4.735512163902239,10,4.883398615417002
2456,Barbell upright row,strength,Shoulders,barbell,intermediate,The barbell upright row is a barbell exercise that builds stronger and bigger traps. Many lifters combine this move with either their back or shoulder workout since it involves both body parts.,8.366850860557765,8,9.96078811482524
2457,Bradford/Rocky Presses,strength,Shoulders,barbell,beginner,,6.1909607583175745,9,4.60772257488515
2458,Lying rear delt fly,strength,Shoulders,barbell,intermediate,"The lying rear delt fly is an upper-body exercise that targets the rear deltoid of the shoulder. By performing the movement lying face down on a bench, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.",7.550584632346212,9,8.965088753567432
2459,Machine Shoulder (Military) Press,strength,Shoulders,barbell,intermediate,The machine shoulder press is an upper body exercise targeting the deltoids.,6.234754788894316,9,6.783398989587021
2460,Standing Barbell Press Behind Neck,strength,Shoulders,barbell,intermediate,"The standing behind-the-head press is a classic shoulder exercise that was used widely during bodybuilding's professed Golden Era. In addition to the deltoids, it also works the trapezius and triceps muscles. It may not be a good choice for some people's shoulders, depending on their injury history. It can be trained in strength-focused rep ranges, but is more commonly trained in moderate to high reps, such as 8-15 reps per set.",8.19563103281465,3,4.342372608335939
2461,Barbell front raise,strength,Shoulders,barbell,intermediate,"The barbell front raise is an upper-body isolation exercise that targets the shoulders. It is usually performed for moderate to high reps, such as 8-12 reps or higher, as part of the shoulder-focused part of any workout.",6.662264550469944,5,8.699958407954302
2462,Overhead bar front raise,strength,Shoulders,barbell,intermediate,"The overhead bar front raise is an exercise targeting the muscles of the traps (trapezius), especially the upper traps, as well as the front or anterior shoulders. It can also be performed with a weight plate or dumbbell, providing a neutral grip that may be more shoulder-friendly for some lifters. Overhead raises are most common for high reps (at least 8-12 reps per set or higher) on a shoulder, trap, or other upper-body-focused muscle-building day.",9.545478403135656,4,8.623081338926925
2463,Incline barbell shoulder protraction,strength,Shoulders,barbell,intermediate,"The incline barbell shoulder protraction is an upper-body movement that targets strength and mobility in the scapula or shoulder blades. This can help increase pressing strength and prevent injury. It also helps develop the serratus anterior, an often-neglected muscle around the ribcage that can aid in shoulder health and upper-body muscle definition. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 8-12 reps per set or more.",4.229995300970767,5,9.663817650779825
2464,Behind-the-head push-press,strength,Shoulders,barbell,intermediate,The behind-the-head push-press is an overhead press variation in which the barbell starts in the back rack position and is pushed overhead with assistance from the lower body. It is most often seen in training for Olympic weightlifting. It can be part of a barbell complex or performed for low reps focusing on power and movement quality.,5.717235504233788,6,5.905152672644386
2465,Rack Delivery,strength,Shoulders,barbell,beginner,,5.478217186433052,9,4.447504339305586
2466,Smith Incline Shoulder Raise,strength,Shoulders,barbell,beginner,,3.268646939565128,6,4.804374071964341
2467,Tall Muscle Snatch,strength,Shoulders,barbell,beginner,,4.48777685176062,5,9.009635118124713
2468,Axle Clean And Press,strength,Shoulders,barbell,beginner,,7.409969202183973,8,6.201709753438486
2469,Jerk Balance,strength,Shoulders,barbell,beginner,,3.583825639150199,7,3.235067305969672
2470,Seated EZ-bar shrug,strength,Shoulders,barbell,intermediate,"The seated EZ-bar shrug is an exercise targeting the trapezius muscle, that V-shaped muscle that forms a triangle where the shoulders meet the neck. It is usually performed for moderate to high reps during an upper-body or shoulders and traps-focused workout.",5.187764820033416,13,5.945512975576089
2471,Paul Carter Barbell Seated Military Press,strength,Shoulders,barbell,intermediate,"The seated barbell shoulder pressis a classic exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also play a significant roles in pressing the barbell overhead.",7.78490365014731,11,6.856872177107263
2472,TBS Barbell Military Press,strength,Shoulders,barbell,intermediate,"The military press is a compound movement used to build size and strength in the shoulders. It was once contested as a fourth powerlift, but is rarely competed anymore. However, being able to press a significant weight overhead remains a popular marker of upper-body strength. The military press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.",4.225873417447964,4,6.052017247549991
2473,Incline Front Barbell Raise - Gethin Variation,strength,Shoulders,barbell,intermediate,"The incline face-down bar front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training.",3.5446892627928617,13,6.180356103952613
2474,Barbell Front Raise - Gethin Variation,strength,Shoulders,barbell,intermediate,"The barbell front raise is an upper-body isolation exercise that targets the shoulders. It is usually performed for moderate to high reps, such as 8-12 reps or higher, as part of the shoulder-focused part of any workout.",3.930859289595508,11,9.949110734581556
2475,Single-arm barbell lateral raise,strength,Shoulders,barbell,intermediate,"The single-arm barbell lateral raise is an isolation exercise targeting the shoulders. It is more challenging than using a dumbbell and has an instability component that may make the deltoid muscles work harder. It is generally performed one side at a time for moderate to high reps, such as 8-15 reps per set, as part of a shoulder-focused workout.",8.83271513458927,12,4.718517394846769
2476,AM Upright Row,strength,Shoulders,barbell,intermediate,The barbell upright row is a barbell exercise that builds stronger and bigger traps. Many lifters combine this move with either their back or shoulder workout since it involves both body parts.,4.662500658085976,5,5.843223436089658
2477,AM Barbell Shoulder Press,strength,Shoulders,barbell,intermediate,"The standing barbell shoulder press is a compound movement used to build size and strength in the shoulders. The shoulder press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.",8.35069335608853,13,4.477824855984979
2478,Standing barbell shoulder press,strength,Shoulders,barbell,intermediate,"The standing barbell shoulder press is a compound movement used to build size and strength in the shoulders. The shoulder press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.",4.076826332689653,7,5.072490710319711
2479,King Maker Barbell Thruster,strength,Shoulders,barbell,intermediate,"The barbell thruster is a full-body exercise that incorporates both squatting and pressing in one functional movement. It's especially common in contemporary CrossFit workouts, but also in general strength training. The barbell is usually cleaned into place first, but it could be performed taken from a squat rack in a front-rack position. The thruster can be performed in traditional strength-focused rep ranges to build strength in the press, or in higher reps for full-body conditioning.",6.427662687483818,11,7.123477791958217
2480,Single-arm incline cable cross-over,strength,Shoulders,barbell,intermediate,"The single-arm incline cable cross-over is an isolation movement that uses a cable stack and a bench to target the upper part of the pectoral muscles. Working the chest one side at a time allows you to focus on balance between the sides of your chest and really feel the chest muscles contracting. It is common in upper-body and chest-focused muscle-building workouts, often in combination with other presses or flyes to target the chest from different angles.",8.372776994511085,3,9.077671810201188
2481,Barbell bear complex,strength,Shoulders,barbell,intermediate,"The barbell bear complex is a series of barbell lifts that run together in a single sequence: a barbell power clean, front squat, push-press, back squat, and another push-press from behind the neck. It trains the entire body for both building strength and improving conditioning. It is often performed for rounds, either with or without rest between rounds.",9.517255728541464,8,7.822510704040448
2482,30 Shoulders Barbell Shrug,strength,Shoulders,barbell,intermediate,,4.2726263872141335,12,4.6651063835536135
2483,30 Shoulders Incline Face-Up Straight-Bar Front Raise,strength,Shoulders,barbell,intermediate,,5.957729823539197,3,8.670206959823709
2484,30 Shoulders Seated Dumbbell Shoulder Press,strength,Shoulders,barbell,intermediate,,3.834101930148498,13,4.351353201707856
2485,30 Shoulders Standing Behind-The-Head Shoulder Press,strength,Shoulders,barbell,intermediate,,6.819976907501473,14,8.46447807511143
2486,30 Shoulders Standing Barbell Press,strength,Shoulders,barbell,intermediate,,7.434299493343246,8,6.474695794257809
2487,FYR2 Wide Overhead Press,strength,Shoulders,barbell,intermediate,,5.051355874935878,5,9.171580990387538
2488,Single-arm kettlebell push-press,strength,Shoulders,kettlebells,intermediate,"The single-arm kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",7.632790332897389,13,8.66040030271241
2489,Two-Arm Kettlebell Military Press,strength,Shoulders,kettlebells,beginner,,6.47124169484526,7,7.313791823257639
2490,Alternating Kettlebell Press,strength,Shoulders,kettlebells,beginner,,7.80564235989398,11,3.5164788037539343
2491,Single-arm kettlebell snatch,strength,Shoulders,kettlebells,intermediate,"The single-arm kettlebell snatch is a kettlebell exercise that involves lifting a kettlebell overhead in a single motion. It is popular as a full-body strength and conditioning movement, but it's also competed for reps in Russian-style girevoy sport. A ""snatch test"" of max reps in 5 or 10 minutes is also a common measurement of conditioning in kettlebell training. It can be performed from the ground or with a swing",7.657182858178575,6,3.6054752441160334
2492,Single-arm kettlebell clean and jerk,strength,Shoulders,kettlebells,intermediate,"The single-arm kettlebell clean and jerk is a popular kettlebell movement that is performed both in an exercise setting and competitively as a part of Russian-style girevoy sport. It differs from a clean and push-press in that the lifter ""dips"" under the weight rather than simply using the legs to help push the weight up. Each rep of a clean and jerk is preceded by a clean at the start of each set. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",9.913486146162345,13,6.875427494468607
2493,Kettlebell pirate ship,strength,Shoulders,kettlebells,intermediate,"The kettlebell pirate ship is a rotational shoulder and core-focused kettlebell movement. It demands the lifter raise the kettlebell to the side in both directions, emphasizing core strength in the transverse abdominis and obliques in particular. It is best learned with a light weight, using controlled movements in both directions.",6.337763491522484,4,4.237438521694581
2494,Two-Arm Kettlebell Clean,strength,Shoulders,kettlebells,beginner,,4.135033423528343,9,4.953713484299626
2495,Double Kettlebell Push Press,strength,Shoulders,kettlebells,intermediate,"The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",9.528912667403128,4,5.288466520971527
2496,Kettlebell Seated Press,strength,Shoulders,kettlebells,beginner,,6.261524752052445,11,8.257172874819096
2497,Double Kettlebell Jerk,strength,Shoulders,kettlebells,beginner,,5.155366292213534,8,9.237783979121565
2498,Kettlebell Arnold Press,strength,Shoulders,kettlebells,beginner,,3.59751762190953,12,3.824532221014996
2499,Double-kettlebell windmill,strength,Shoulders,kettlebells,intermediate,"The double-kettlebell windmill is an advanced kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. Because it involves holding one weight overhead while holding another under the torso, it builds strength across the core and stability in the shoulders. It doesn't work well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue.",3.8606539992832594,8,4.168259614829637
2500,One-Arm Kettlebell Split Snatch,strength,Shoulders,kettlebells,beginner,,4.138539331129545,12,7.25936562948319
2501,One-Arm Kettlebell Para Press,strength,Shoulders,kettlebells,beginner,,4.82352871277649,5,5.995895883434988
2502,One-Arm Kettlebell Split Jerk,strength,Shoulders,kettlebells,beginner,,9.143308202925656,9,8.9726257609235
2503,One-Arm Kettlebell Military Press To The Side,strength,Shoulders,kettlebells,beginner,,3.665475168913754,3,4.28594448625207
2504,One-Arm Kettlebell Jerk,strength,Shoulders,kettlebells,beginner,,9.261040307679199,10,4.508951041031754
2505,Double Kettlebell Snatch,strength,Shoulders,kettlebells,beginner,,5.675699507784277,10,5.129270231903199
2506,Two-Arm Kettlebell Jerk,strength,Shoulders,kettlebells,beginner,,9.737966511986421,12,4.617971417784992
2507,FYR Kettlebell Power Clean,strength,Shoulders,kettlebells,intermediate,"The kettlebell power clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level with a slight swing between the legs. It is often used as a drill to teach kettlebell clean technique, but is also a valuable power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth.",4.92790753764376,8,5.339684828679024
2508,Kettlebell upright row,strength,Shoulders,kettlebells,intermediate,"The kettlebell upright row is an exercise targeting the muscles of the traps (trapezius), as well as the posterior muscles of the shoulders or deltoid muscles. It is common as a light- or moderate-weight accessory movement in upper-body or shoulder training, usually in rep ranges of 8-12 or more. It may not be appropriate for some people, depending on their shoulder health.",8.580450043483152,10,4.837504218835077
2509,Kettlebell upright row and press,strength,Shoulders,kettlebells,intermediate,"The kettlebell upright row and press is a combination of two popular kettlebell movements in a single sequence. This combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss, or in a kettlebell complex or flow.",8.679503265113858,11,7.117353102724391
2510,Single-arm kettlebell thruster,strength,Shoulders,kettlebells,intermediate,"The single-arm kettlebell thruster is a popular kettlebell movement that combines a kettlebell front squat with a kettlebell press. It is preceded by a clean at the start of each set, and you can perform a clean between each rep if you choose. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a kettlebell combination or complex.",9.436553645545327,10,7.861571741562399
2511,Double-kettlebell shoulder press,strength,Shoulders,kettlebells,intermediate,"The double-kettlebell shoulder press is a popular movement in strength and muscle-focused kettlebell workouts. Each set is started by cleaning the weights up to the rack position. The weights can optionally be re-cleaned between each rep, which is known as a clean and press. The double press can be trained in traditional strength or muscle-growth rep ranges (e.g., 5x5 or 8-12 reps per set), or in circuit-style fat-loss training or kettlebell complexes.",7.169333328400495,9,3.516425932656814
2512,Double-kettlebell push-press,strength,Shoulders,kettlebells,intermediate,"The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",7.773487397979771,6,6.516112418627287
2513,HM Kettlebell Windmill,strength,Shoulders,kettlebells,intermediate,,3.8268952950431916,6,8.320516027033065
2514,HM Kettlebell Z-Press,strength,Shoulders,kettlebells,intermediate,,8.381036567792709,10,5.783837193748173
2515,Taylor Half-Kneeling Kettlebell Halo,strength,Shoulders,kettlebells,intermediate,,5.2657886458751895,13,3.5541364563649704
2516,Taylor Towel Kettlebell Farmer's Walk,strength,Shoulders,kettlebells,intermediate,,4.368830080383789,10,3.0131492468081356
2517,FYR2 Double-Kettlebell Alternating Press,strength,Shoulders,kettlebells,intermediate,,3.515532480289173,3,3.725560847235392
2518,FYR2 Double-Kettlebell Thruster,strength,Shoulders,kettlebells,intermediate,,8.828581412356488,13,9.58036137266075
2519,FYR2 Half-Kneeling Kettlebell Clean,strength,Shoulders,kettlebells,intermediate,,4.8372349370819085,14,4.423423499408231
2520,FYR2 Kettlebell Clean and Press,strength,Shoulders,kettlebells,intermediate,,7.979613608790121,8,5.066874346514928
2521,FYR2 Kettlebell High Pull to Overhead Press,strength,Shoulders,kettlebells,intermediate,,5.087305950387844,3,8.687942358026287
2522,FYR2 Kettlebell Swing Clean and Press,strength,Shoulders,kettlebells,intermediate,,4.848848190788026,7,3.05489279960978
2523,FYR2 Single-Arm Kettlebell Press,strength,Shoulders,kettlebells,intermediate,,5.828341881706118,14,8.355991116277334
2524,FYR2 Ascending-Rep High-Pull-Press Complex,strength,Shoulders,kettlebells,intermediate,,7.2456108155892185,10,3.4041661444470805
2525,Dumbbell front raise to lateral raise,strength,Shoulders,dumbbell,intermediate,"The dumbbell front raise to lateral raise is a dumbbell complex that combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders. It is usually performed one rep of each movement at a time, although you could perform more reps of each, or increase the reps in successive rounds (e.g., 1 rep in round 1, 2 reps in round 2, etc.). No matter how you perform it, it targets both the anterior and medial deltoids, making it a great time-efficient shoulder burnout or accessory movement on an upper-body day.",9.77113587848341,12,7.784167651312464
2526,Single-arm palm-in dumbbell shoulder press,strength,Shoulders,dumbbell,intermediate,"The single-arm palm-in dumbbell shoulder press builds the shoulder muscles but with two major differences from the standard dumbbell shoulder press. It's done one arm at a time and the wrist stays neutral throughout the movement. It can be performed standing or seated. A single dumbbell press can be pursued as a strength goal, or trained in traditional muscle-building rep ranges such as 8-15 reps per set or more.",5.709903648671034,13,6.820453007686446
2527,Standing palms-in shoulder press,strength,Shoulders,dumbbell,intermediate,"The standing palms-in shoulder press is a dumbbell exercise targeting the shoulders. It can be performed in strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.",3.0031237514831473,8,8.1392508269536
2528,Seated Dumbbell Press,strength,Shoulders,dumbbell,intermediate,"The seated dumbbell shoulder pressis an exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also assist. Some lifters feel that using dumbbells versus a barbell reduced injury risk.",3.909125791893979,13,7.456508028064395
2529,Standing dumbbell shoulder press,strength,Shoulders,dumbbell,intermediate,"The standing dumbbell shoulder press is a classic deltoid-building exercise that is common in gyms around the world. Performing the move standing up as opposed to seated allows more weight to be used and taxes the core more than seated presses. The standing press is worthy of being the main movement in a muscle-building shoulder workout, but is also a great strength movement and accessory for the bench press.",4.938353860951773,13,8.376988002589126
2530,Single-arm lateral raise,strength,Shoulders,dumbbell,intermediate,"The single-arm lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a staple strength-training move and is a great option for accessory work on upper-body training days. Hold on to a post for balance, or do it free-standing to challenge core strength and stability. It is usually performed for moderate to high reps, at least 8-12 reps per side, as part of the upper-body or shoulder-focused portion of a workout.",6.222717951652811,14,5.034099457240355
2531,Power Partials,strength,Shoulders,dumbbell,beginner,,7.574336724678283,10,8.387591104285335
2532,Incline dumbbell reverse fly,strength,Shoulders,dumbbell,intermediate,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",3.20377717982055,6,7.4656981552603465
2533,Overhead dumbbell front raise,strength,Shoulders,dumbbell,intermediate,"The overhead dumbbell front raise takes the dumbbell front raise one step further, extending the motion all the way above the head. In addition to the shoulders, it activates and strengthens the muscles of the traps and upper back. It is usually performed for moderate to high reps, such as 8-15 reps or more. It can be part of a dynamic upper-body warm-up, performed as a muscle-building upper-body movement, or as a burnout movement on shoulder day.",6.018759054923914,8,8.21868402579512
2534,Seated dumbbell shoulder press,strength,Shoulders,dumbbell,intermediate,"The seated dumbbell shoulder press is a popular exercise for building muscle and strength in the shoulders. The triceps also work hard in this lift. Many lifters find using dumbbells to be more comfortable and shoulder-friendly for this press variation than a barbell. This can be the primary pressing movement on an upper-body or shoulder day, or an effective accessory movement later in a workout.",8.643541542780321,12,3.5889748694599954
2535,Alternating standing shoulder press,strength,Shoulders,dumbbell,intermediate,"The alternating standing shoulder press is a popular dumbbell exercise targeting the shoulders. It can be performed in strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.",8.024636357377487,13,5.0811501567262685
2536,Single-arm incline rear delt raise,strength,Shoulders,dumbbell,intermediate,"The single-arm incline rear delt raise is an upper-body exercise targeting the posterior deltoids or shoulder muscles, as well as the postural muscles of the upper back. Training each side independently can help correct imbalances in size, strength, and shoulder stability. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",7.295394276619534,3,6.998021194143835
2537,Alternating dumbbell front raise,strength,Shoulders,dumbbell,intermediate,"The alternating dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. Performing the movement one shoulder at a time gives a momentary rest to each side while the other is working, potentially allowing you to do more reps during each set. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.",3.929223936008143,4,9.571772269024212
2538,Alternating Deltoid Raise,strength,Shoulders,dumbbell,intermediate,The dumbbell front raise to lateral raise combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders.,9.744762850584575,5,8.731942384754042
2539,Single-dumbbell front raise,strength,Shoulders,dumbbell,intermediate,"The single-dumbbell front raise is an isolation movement that targets the shoulders. In particular, it focuses on the anterior or front head of the deltoid muscles. By performing it with one dumbbell at a time, you can focus on each shoulder muscle independently and try to address muscular imbalances between shoulders. This movement is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.",5.082909365822497,8,9.587223414828381
2540,Arnold press,strength,Shoulders,dumbbell,intermediate,"Named after the iconic bodybuilder and movie star, the Arnold press adds rotation to a classic shoulder press. It allows the hands to rotate naturally, while also hitting all three heads of the deltoids in one motion. It is usually performed for moderate to high reps, such as 8-12 reps or more, as part of the upper-body or shoulder-focused portion of a workout.",8.787366986951197,13,7.111222284258231
2541,Single-arm standing shoulder press,strength,Shoulders,dumbbell,intermediate,"The single-arm standing shoulder press is a popular exercise to build size and strength the shoulders and triceps. Most lifters find they can go heavier (per arm) on this movement than if they are pressing two dumbbells simultaneously, making it an effective strength movement as well as a muscle-building movement in higher reps.",5.4142418336064715,7,9.826268199443941
2542,Dumbbell front raise,strength,Shoulders,dumbbell,intermediate,"The dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.",3.132030721641981,7,4.797925088739001
2543,Bent-over dumbbell rear delt row,strength,Shoulders,dumbbell,intermediate,"The bent-over dumbbell rear delt row is a popular upper-body exercise that targets the muscles on the backside of the shoulder joint, specifically the medial and rear heads of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.",5.856119990194264,11,5.269281152284492
2544,Incline dumbbell front raise,strength,Shoulders,dumbbell,intermediate,"The incline dumbbell front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training.",9.359203629641609,4,6.76475370520165
2545,Side Lateral Raise,strength,Shoulders,dumbbell,intermediate,"The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.",5.747041713668058,3,6.663266820605882
2546,Dumbbell external shoulder rotation,strength,Shoulders,dumbbell,intermediate,"The dumbbell external shoulder rotation is a lightweight dumbbell exercise intended to maintain the health of the shoulder joints, including the rotator cuffs. It is often used as a warm-up or prehab for a shoulder or chest-focused workout with lots of pressing.",8.287761772027737,14,6.333865326753371
2547,Single-arm incline lateral raise,strength,Shoulders,dumbbell,intermediate,"The single-arm incline lateral raise is an exercise targeting the lateral or medial head of the shoulder muscles. It is performed lying sideways on an incline bench set to around 45 degrees, which helps to increase the range of motion in the lift and enforce strict form. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 8-12 reps per set or more.",5.413484902675219,5,9.217361714935173
2548,Seated rear delt fly,strength,Shoulders,dumbbell,intermediate,"The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.",9.470148670779977,9,5.931146577363053
2549,Dumbbell Raise,strength,Shoulders,dumbbell,beginner,,9.237832297380535,8,3.8980310206446482
2550,Seated Side Lateral Raise,strength,Shoulders,dumbbell,intermediate,"The seated dumbbell lateral raiseis an iconic exercise for developing the shoulders. If you’ve ever worked out with weights, chances are you’ve done this move at some point. Proper execution is paramount to avoid injury.",9.255784797871714,4,8.18275254298118
2551,Dumbbell Lying Rear Lateral Raise,strength,Shoulders,dumbbell,intermediate,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",5.598933780706947,7,5.391940534133834
2552,Head-on-bench dumbbell rear delt raise,strength,Shoulders,dumbbell,intermediate,"The head-on-bench dumbbell rear delt raise is an exercise targeting the posterior shoulder muscles, or rear deltoids. This variation of the bent-over rear delt raise often helps to better isolate this area of the shoulder. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",9.18697815441118,14,5.791658825448713
2553,Cuban press,strength,Shoulders,dumbbell,intermediate,"The Cuban press is an exercise that targets the muscles of the shoulders, rotator cuff, and upper back. It combines a shoulder external rotation with a dumbbell press, training multiple muscles and motions in a single sequence. It can be performed standing, or as a more difficult variation face-down on an incline bench. It is usually performed with relatively light weight as part of a dynamic warm-up for upper-body lifting.",7.410376778437857,7,8.314494456087951
2554,Reverse Flyes With External Rotation,strength,Shoulders,dumbbell,beginner,,7.701327059335206,7,5.470893505173219
2555,Single-arm side lying rear fly,strength,Shoulders,dumbbell,intermediate,"The single-arm side lying rear fly is an upper-body exercise that targets the rear deltoid of the shoulder. By performing the movement lying on a bench, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.",7.621375446808854,5,3.6031840441555234
2556,Single-arm dumbbell upright row,strength,Shoulders,dumbbell,intermediate,"The single-arm dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. It is generally performed for moderate to high reps, such as 8-12 reps per set or more.",5.541079999280186,6,7.147266355210214
2557,Dumbbell Scaption,strength,Shoulders,dumbbell,beginner,,3.3620656305924728,10,4.075119484493333
2558,See-Saw Press (Alternating Side Press),strength,Shoulders,dumbbell,beginner,,6.093718127000265,5,9.227527337898653
2559,Dumbbell Incline Shoulder Raise,strength,Shoulders,dumbbell,beginner,,9.763937974759045,12,6.299870519940344
2560,Single-arm half-kneeling shoulder press,strength,Shoulders,dumbbell,intermediate,"The single-arm half-kneeling shoulder press is a popular exercise to target the deltoid muscles while also developing strength and stability in the core and hips. Balance can be a challenge, which is one reason why this movement is generally trained lighter than standing single-arm shoulder presses. The half-kneeling press can be used as an accessory lift for the shoulder press or bench press, or simply as a technique to make shoulder presses stricter and more athletic.",4.9578870044625525,12,8.655003817252762
2561,Dumbbell Clean And Jerk,strength,Shoulders,dumbbell,beginner,,5.105628936220265,6,9.30713463390828
